 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2008.04
              Calc. date   ---> Januar 05, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\Oxygen in  H- C- O

 Ion = Oxygen [8] , Mass = 15.995 amu

 Target Density =  1.3000E+00 g/cm3 = 1.0561E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    048.65    006.62   
      C      6    032.43    052.55   
      O      8    018.92    040.84   
 ====================================
 Bragg Correction = -5.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
   4.50 GeV   2.229E-01  6.930E-05   92.72 mm     3.68 mm   503.09 um  
   5.00 GeV   2.100E-01  6.287E-05  110.50 mm     4.46 mm   593.68 um  
   5.50 GeV   1.995E-01  5.757E-05  129.30 mm     5.20 mm   688.05 um  
   6.00 GeV   1.907E-01  5.312E-05  149.02 mm     5.90 mm   785.67 um  
   6.50 GeV   1.833E-01  4.933E-05  169.59 mm     6.58 mm   886.10 um  
   7.00 GeV   1.770E-01  4.606E-05  190.95 mm     7.24 mm   988.94 um  
   8.00 GeV   1.668E-01  4.071E-05  235.73 mm     9.63 mm     1.20 mm  
   9.00 GeV   1.590E-01  3.650E-05  282.98 mm    11.72 mm     1.42 mm  
  10.00 GeV   1.528E-01  3.310E-05  332.33 mm    13.65 mm     1.64 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.3000E+01                 eV / Angstrom 
  1.3000E+02                keV / micron   
  1.3000E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  1.2309E+01                 eV / (1E15 atoms/cm2)
  1.7189E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
