Energy_MeV,LET_keV_um,CSDA_um,longitudinal_straggling_um,lateral_straggling_um,particle,material,Energy_MeV_u
11.0,1006.0,13.44,0.4527,0.4645,14N,water,0.78534
12.0,983.8,14.45,0.4759,0.4715,14N,water,0.85673
13.0,960.8,15.48,0.499,0.4784,14N,water,0.92813
14.0,937.7,16.53,0.522,0.4853,14N,water,0.99952
15.0,914.8,17.61,0.5452,0.4922,14N,water,1.07092
16.0,892.4,18.71,0.5685,0.4992,14N,water,1.14231
17.0,870.6,19.84,0.592,0.5063,14N,water,1.2137
18.0,849.6,21.01,0.6157,0.5135,14N,water,1.2851
20.0,809.8,23.42,0.7062,0.5282,14N,water,1.42789
22.5,764.4,26.59,0.8397,0.5474,14N,water,1.60637
