Energy_MeV,LET_keV_um,CSDA_um,longitudinal_straggling_um,lateral_straggling_um,particle,material,Energy_MeV_u
1.8,596.9,5.25,0.2799,0.3774,11B,water,0.1665
2.0,621.0,5.58,0.2856,0.3839,11B,water,0.185
2.25,644.8,5.97,0.293,0.391,11B,water,0.20812
2.5,662.9,6.35,0.2996,0.3973,11B,water,0.23125
2.75,676.3,6.72,0.3057,0.403,11B,water,0.25437
3.0,686.2,7.09,0.3115,0.4082,11B,water,0.2775
3.25,693.2,7.45,0.3169,0.4131,11B,water,0.30062
3.5,697.9,7.81,0.3221,0.4176,11B,water,0.32374
3.75,701.0,8.17,0.3271,0.4219,11B,water,0.34687
4.0,702.6,8.52,0.332,0.4259,11B,water,0.36999
4.5,702.5,9.23,0.3488,0.4336,11B,water,0.41624
5.0,699.2,9.94,0.3647,0.4408,11B,water,0.46249
5.5,693.4,10.66,0.3802,0.4475,11B,water,0.50874
6.0,685.8,11.38,0.3952,0.4541,11B,water,0.55499
6.5,676.7,12.11,0.41,0.4604,11B,water,0.60124
7.0,666.5,12.86,0.4247,0.4666,11B,water,0.64749
8.0,644.1,14.38,0.4787,0.4787,11B,water,0.73999
9.0,620.6,15.96,0.5306,0.4907,11B,water,0.83249
10.0,596.9,17.6,0.5813,0.5027,11B,water,0.92498
11.0,573.9,19.31,0.6316,0.515,11B,water,1.01748
12.0,551.9,21.09,0.6818,0.5275,11B,water,1.10998
13.0,530.9,22.93,0.7321,0.5403,11B,water,1.20248
14.0,511.2,24.85,0.7829,0.5536,11B,water,1.29498
15.0,492.6,26.84,0.8341,0.5673,11B,water,1.38748
16.0,475.2,28.9,0.8859,0.5815,11B,water,1.47997
17.0,458.9,31.04,0.9383,0.5962,11B,water,1.57247
18.0,443.6,33.26,0.9915,0.6115,11B,water,1.66497
20.0,415.7,37.91,1.19,0.6438,11B,water,1.84997
22.5,387.3,44.14,1.49,0.6875,11B,water,2.08121
