Energy_MeV,LET_keV_um,CSDA_um,longitudinal_straggling_um,lateral_straggling_um,particle,material,Energy_MeV_u
60.0,728.753,59.48,2.06,0.6212,16O,CR39,3.75014
65.0,694.169,66.5,2.29,0.665,16O,CR39,4.06265
70.0,662.991,73.87,2.52,0.711,16O,CR39,4.37516
80.0,609.019,89.6,3.37,0.8097,16O,CR39,5.00019
90.0,563.562,106.67,4.15,0.9169,16O,CR39,5.62521
100.0,524.917,125.05,4.9,1.03,16O,CR39,6.25023
110.0,491.381,144.74,5.64,1.16,16O,CR39,6.87526
120.0,462.037,165.72,6.38,1.29,16O,CR39,7.50028
130.0,436.23,187.99,7.12,1.43,16O,CR39,8.1253
140.0,413.174,211.54,7.87,1.57,16O,CR39,8.75033
150.0,392.607,236.36,8.63,1.73,16O,CR39,9.37535
160.0,374.005,262.46,9.39,1.89,16O,CR39,10.00038
170.0,357.106,289.81,10.16,2.06,16O,CR39,10.6254
180.0,341.779,318.43,10.95,2.23,16O,CR39,11.25042
200.0,314.924,379.38,13.95,2.61,16O,CR39,12.50047
225.0,287.021,462.52,18.27,3.12,16O,CR39,14.06303
250.0,263.965,553.34,22.35,3.67,16O,CR39,15.62559
275.0,244.446,651.76,26.36,4.26,16O,CR39,17.18814
300.0,227.809,757.7,30.34,4.9,16O,CR39,18.7507
325.0,213.268,871.12,34.35,5.59,16O,CR39,20.31326
350.0,200.561,991.98,38.4,6.31,16O,CR39,21.87582
375.0,189.295,1120.0,42.5,7.08,16O,CR39,23.43838
400.0,179.208,1260.0,46.66,7.88,16O,CR39,25.00094
450.0,161.654,1550.0,62.55,9.63,16O,CR39,28.12605
500.0,147.375,1870.0,77.61,11.55,16O,CR39,31.25117
550.0,136.371,2230.0,92.32,13.64,16O,CR39,34.37629
600.0,127.1224,2610.0,106.87,15.88,16O,CR39,37.50141
650.0,119.1576,3010.0,121.42,18.27,16O,CR39,40.62652
700.0,112.2408,3440.0,136.03,20.82,16O,CR39,43.75164
800.0,100.8176,4380.0,190.42,26.33,16O,CR39,50.00188
900.0,91.7655,5420.0,240.78,32.4,16O,CR39,56.25211
1000.0,84.4164,6560.0,289.68,39.0,16O,CR39,62.50234
1100.0,78.3249,7790.0,338.1,46.11,16O,CR39,68.75258
1200.0,73.1766,9110.0,386.5,53.71,16O,CR39,75.00281
1300.0,68.7881,10520.0,435.11,61.78,16O,CR39,81.25305
1400.0,64.976,12020.0,484.06,70.32,16O,CR39,87.50328
1500.0,61.6617,13600.0,533.41,79.29,16O,CR39,93.75352
1600.0,58.7273,15260.0,583.17,88.69,16O,CR39,100.00375
1700.0,56.1204,17000.0,633.36,98.51,16O,CR39,106.25398
1800.0,53.8017,18820.0,683.97,108.72,16O,CR39,112.50422
2000.0,49.8062,22680.0,876.13,130.32,16O,CR39,125.00469
2250.0,45.7714,27920.0,1150.0,159.35,16O,CR39,140.63027
2500.0,42.5095,33590.0,1400.0,190.49,16O,CR39,156.25586
2750.0,39.824,39660.0,1640.0,223.58,16O,CR39,171.88145
3000.0,37.5708,46120.0,1880.0,258.47,16O,CR39,187.50703
3250.0,35.6582,52950.0,2120.0,295.05,16O,CR39,203.13262
3500.0,34.0076,60130.0,2350.0,333.18,16O,CR39,218.7582
3750.0,32.5666,67650.0,2580.0,372.77,16O,CR39,234.38379
4000.0,31.309,75480.0,2810.0,413.69,16O,CR39,250.00938
4500.0,29.1999,92020.0,3660.0,499.25,16O,CR39,281.26055
5000.0,27.51,109660.0,4430.0,589.15,16O,CR39,312.51172
5500.0,26.1345,128310.0,5160.0,682.8,16O,CR39,343.76289
6000.0,24.9817,147880.0,5850.0,779.67,16O,CR39,375.01406
6500.0,24.0123,168300.0,6530.0,879.34,16O,CR39,406.26523
7000.0,23.187,189490.0,7190.0,981.39,16O,CR39,437.51641
8000.0,21.8508,233930.0,9550.0,1190.0,16O,CR39,500.01875
9000.0,20.829,280820.0,11630.0,1410.0,16O,CR39,562.52109
10000.0,20.0168,329790.0,13540.0,1630.0,16O,CR39,625.02344
