 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2008.04
              Calc. date   ---> Dezember 27, 2025 
 ==================================================================

 Disk File Name = SRIM Outputs\Carbon in  H- C- O

 Ion = Carbon [6] , Mass = 12 amu

 Target Density =  1.3100E+00 g/cm3 = 1.0642E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    048.65    006.62   
      C      6    032.43    052.55   
      O      8    018.92    040.84   
 ====================================
 Bragg Correction = -3.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
   1.30 GeV   2.334E-01  9.540E-05   23.85 mm   985.46 um   162.08 um  
   1.40 GeV   2.210E-01  8.912E-05   27.21 mm     1.09 mm   184.21 um  
   1.50 GeV   2.101E-01  8.365E-05   30.75 mm     1.20 mm   207.41 um  
   1.60 GeV   2.005E-01  7.883E-05   34.47 mm     1.32 mm   231.65 um  
   1.70 GeV   1.921E-01  7.455E-05   38.36 mm     1.43 mm   256.87 um  
   1.80 GeV   1.845E-01  7.073E-05   42.41 mm     1.54 mm   283.05 um  
   2.00 GeV   1.715E-01  6.419E-05   50.99 mm     1.96 mm   338.12 um  
   2.25 GeV   1.585E-01  5.759E-05   62.57 mm     2.56 mm   411.66 um  
   2.50 GeV   1.479E-01  5.226E-05   75.03 mm     3.11 mm   489.97 um  
   2.75 GeV   1.393E-01  4.786E-05   88.33 mm     3.64 mm   572.59 um  
   3.00 GeV   1.320E-01  4.417E-05  102.40 mm     4.15 mm   659.12 um  
   3.25 GeV   1.259E-01  4.102E-05  117.21 mm     4.65 mm   749.19 um  
   3.50 GeV   1.206E-01  3.830E-05  132.70 mm     5.14 mm   842.48 um  
   3.75 GeV   1.160E-01  3.593E-05  148.83 mm     5.63 mm   938.68 um  
   4.00 GeV   1.120E-01  3.385E-05  165.57 mm     6.11 mm     1.04 mm  
   4.50 GeV   1.053E-01  3.036E-05  200.71 mm     7.88 mm     1.24 mm  
   5.00 GeV   1.000E-01  2.753E-05  237.89 mm     9.48 mm     1.45 mm  
   5.50 GeV   9.571E-02  2.521E-05  276.90 mm    10.97 mm     1.67 mm  
